CUI,edit_score,mesh,ont_source,pref_name,term
C0036508,13,"Dermatitis, Seborrheic",ICD10CM,Seborrheic dermatitis,"Seborrheic dermatitis, unspecified"
C0036508,18,"Dermatitis, Seborrheic",NCI,Seborrheic dermatitis,Cradle Cap
C0036572,1,Seizures,NCI,Seizures,Seizure
C0036572,9,Seizures,NCI,Seizures,Convulsion
C0036631,0,Seminoma,NCI,Seminoma,Seminoma
C0036631,6,Seminoma,NCI,Seminoma,"Seminoma, Pure"
C0036631,10,Seminoma,NCI,Seminoma,Seminoma of Testis
C0036631,11,Seminoma,NCI,Seminoma,Testicular Seminoma
C0036631,14,Seminoma,NCI,Seminoma,Seminoma of the Testis
C0036631,16,Seminoma,NCI,Seminoma,Testicular Seminoma Pure
C0036749,0,Serositis,NCI,Serositis,Serositis
C0036769,0,Sertoli Cell Tumor,NCI,Sertoli Cell Tumor,Sertoli Cell Tumor
C0036830,0,Serum Sickness,NCI,Serum Sickness,Serum Sickness
C0036830,1,Serum Sickness,ICD10CM,Serum Sickness,Serum sickness
C0036830,7,Serum Sickness,ICD10CM,Serum Sickness,Serum rash
C0036830,8,Serum Sickness,ICD10CM,Serum Sickness,Protein sickness
C0036830,8,Serum Sickness,ICD10CM,Serum Sickness,Serum urticaria
C0036830,19,Serum Sickness,ICD10CM,Serum Sickness,Intoxication by serum
C0036916,4,Sexually Transmitted Diseases,NCI,Sexually Transmitted Diseases,Sexually Transmitted Disorder
C0036916,8,Sexually Transmitted Diseases,NCI,Sexually Transmitted Diseases,Sexually Transmitted Infection
C0036916,16,Sexually Transmitted Diseases,ICD10CM,Sexually Transmitted Diseases,Unspecified sexually transmitted disease
C0036916,26,Sexually Transmitted Diseases,NCI,Sexually Transmitted Diseases,STD
C0036916,56,Sexually Transmitted Diseases,ICD10CM,Sexually Transmitted Diseases,Infections with a predominantly sexual mode of transmission (A50-A64)
C0036920,0,Sezary Syndrome,NCI,Sezary Syndrome,Sezary Syndrome
C0036920,1,Sezary Syndrome,NCI,Sezary Syndrome,Sézary Syndrome
C0036920,8,Sezary Syndrome,ICD10CM,Sezary Syndrome,Sézary disease
C0036920,9,Sezary Syndrome,NCI,Sezary Syndrome,Sezary's Disease
C0036920,22,Sezary Syndrome,ICD10CM,Sezary Syndrome,"Sezary disease, unspecified site"
C0036920,23,Sezary Syndrome,ICD10CM,Sezary Syndrome,"Sézary disease, unspecified site"
C0036974,0,Shock,NCI,Shock,Shock
C0036974,13,Shock,ICD10CM,Shock,"Shock, unspecified"
C0036974,19,Shock,NCI,Shock,Circulatory Collapse
C0036974,35,Shock,ICD10CM,Shock,Failure of peripheral circulation NOS
C0036980,13,"Shock, Cardiogenic",ICD10CM,"Shock, Cardiogenic",Cardiogenic shock
C0036980,13,"Shock, Cardiogenic",NCI,"Shock, Cardiogenic",Cardiogenic Shock
C0036982,13,"Shock, Hemorrhagic",NCI,"Shock, Hemorrhagic",Hemorrhagic Shock
C0036983,0,"Shock, Septic",NCI,Septic Shock,Septic Shock
C0036983,9,"Shock, Septic",NCI,Septic Shock,Systemic Septic Shock
C0036984,12,"Shock, Surgical",NCI,"Shock, Surgical",Surgical Shock
C0036986,13,"Shock, Traumatic",ICD10CM,"Shock, Traumatic",Traumatic shock
C0036986,13,"Shock, Traumatic",NCI,"Shock, Traumatic",Traumatic Shock
C0036992,0,Short Bowel Syndrome,NCI,Short Bowel Syndrome,Short Bowel Syndrome
C0036996,0,Short Rib-Polydactyly Syndrome,NCI,Short Rib-Polydactyly Syndrome,Short Rib-Polydactyly Syndrome
C0037005,0,Shoulder Dislocation,NCI,Shoulder Dislocation,Shoulder Dislocation
C0037005,18,Shoulder Dislocation,NCI,Shoulder Dislocation,Dislocated Shoulder
C0037005,26,Shoulder Dislocation,ICD10CM,Shoulder Dislocation,Dislocation of glenohumeral joint
C0037006,1,Shoulder Fractures,NCI,Shoulder Fractures,Shoulder Fracture
C0037006,21,Shoulder Fractures,ICD10CM,Shoulder Fractures,Fracture of shoulder NOS
C0037011,0,Shoulder Pain,NCI,Shoulder Pain,Shoulder Pain
C0037011,14,Shoulder Pain,ICD10CM,Shoulder Pain,Pain in shoulder
C0037011,25,Shoulder Pain,ICD10CM,Shoulder Pain,Pain in unspecified shoulder
C0037023,0,Sialadenitis,NCI,Sialadenitis,Sialadenitis
C0037023,1,Sialadenitis,ICD10CM,Sialadenitis,Sialoadenitis
C0037023,1,Sialadenitis,NCI,Sialadenitis,Sialoadenitis
C0037023,4,Sialadenitis,NCI,Sialadenitis,Sialitis
C0037023,14,Sialadenitis,ICD10CM,Sialadenitis,"Sialoadenitis, unspecified"
C0037033,22,"Sialometaplasia, Necrotizing",ICD10CM,"Sialometaplasia, Necrotizing",Necrotizing sialometaplasia
C0037036,0,Sialorrhea,NCI,Sialorrhea,Sialorrhea
C0037036,9,Sialorrhea,ICD10CM,Sialorrhea,Ptyalism
C0037052,0,Sick Sinus Syndrome,NCI,Sick Sinus Syndrome,Sick Sinus Syndrome
C0037052,2,Sick Sinus Syndrome,ICD10CM,Sick Sinus Syndrome,Sick sinus syndrome
C0037052,16,Sick Sinus Syndrome,NCI,Sick Sinus Syndrome,SSS
C0037054,0,Sickle Cell Trait,NCI,Sickle Cell Trait,Sickle Cell Trait
C0037054,3,Sickle Cell Trait,ICD10CM,Sickle Cell Trait,Sickle-cell trait
C0037054,12,Sickle Cell Trait,ICD10CM,Sickle Cell Trait,Hb-S trait
C0037054,22,Sickle Cell Trait,ICD10CM,Sickle Cell Trait,Heterozygous hemoglobin S
C0037061,0,Siderosis,ICD10CM,Siderosis,Siderosis
C0037088,15,Signs and Symptoms,NCI,Signs and Symptoms,Finding
C0037089,25,"Signs and Symptoms, Digestive",NCI,"Signs and Symptoms, Digestive",Digestive System Signs and Symptoms
C0037089,32,"Signs and Symptoms, Digestive",NCI,"Signs and Symptoms, Digestive",Gastrointestinal System Signs and Symptoms
C0037116,0,Silicosis,NCI,Silicosis,Silicosis
C0037116,4,Silicosis,ICD10CM,Silicosis,Silicosis NOS
C0037116,38,Silicosis,ICD10CM,Silicosis,Pneumoconiosis due to dust containing silica
C0037118,0,Silicotuberculosis,ICD10CM,Silicotuberculosis,Silicotuberculosis
C0037188,1,Sinoatrial Block,ICD10CM,Sinoatrial Block,Sinoatrial block
C0037188,6,Sinoatrial Block,ICD10CM,Sinoatrial Block,Sinoauricular block
C0037199,0,Sinusitis,NCI,Sinusitis,Sinusitis
C0037199,8,Sinusitis,ICD10CM,Sinusitis,sinus infection
C0037221,0,Situs Inversus,NCI,Situs Inversus,Situs Inversus
C0037221,1,Situs Inversus,ICD10CM,Situs Inversus,Situs inversus
C0037221,9,Situs Inversus,NCI,Situs Inversus,Situs Inversus Viscerum
C0037231,0,Sjogren-Larsson Syndrome,NCI,Sjogren-Larsson Syndrome,Sjogren-Larsson Syndrome
C0037231,35,Sjogren-Larsson Syndrome,NCI,Sjogren-Larsson Syndrome,Fatty Aldehyde Dehydrogenase Deficiency
C0037268,20,Skin Abnormalities,NCI,Skin Abnormalities,Congenital Skin Disorder
C0037268,35,Skin Abnormalities,ICD10CM,Skin Abnormalities,"Congenital malformation of skin, unspecified"
C0037274,4,Skin Diseases,NCI,Skin Diseases,Skin Disorder
C0037274,11,Skin Diseases,NCI,Skin Diseases,Dermatosis
C0037274,12,Skin Diseases,NCI,Skin Diseases,Cutaneous Disorder
C0037274,19,Skin Diseases,NCI,Skin Diseases,Skin Diseases and Manifestations
C0037277,18,"Skin Diseases, Genetic",NCI,"Skin Diseases, Genetic",Genodermatosis
C0037278,12,"Skin Diseases, Infectious",NCI,"Skin Diseases, Infectious",Skin Infection
C0037278,44,"Skin Diseases, Infectious",ICD10CM,"Skin Diseases, Infectious",Infections of the skin and subcutaneous tissue (L00-L08)
C0037286,0,Skin Neoplasms,NCI,Skin Neoplasms,Skin Neoplasms
C0037286,1,Skin Neoplasms,NCI,Skin Neoplasms,Skin Neoplasm
C0037286,9,Skin Neoplasms,NCI,Skin Neoplasms,Skin Tumor
C0037286,13,Skin Neoplasms,NCI,Skin Neoplasms,Neoplasm of Skin
C0037286,13,Skin Neoplasms,NCI,Skin Neoplasms,Tumor of Skin
C0037286,16,Skin Neoplasms,NCI,Skin Neoplasms,Tumor of the Skin
C0037286,17,Skin Neoplasms,NCI,Skin Neoplasms,Neoplasm of the Skin
C0037299,0,Skin Ulcer,NCI,Skin Ulcer,Skin Ulcer
C0037299,15,Skin Ulcer,ICD10CM,Skin Ulcer,Ulcer of skin NOS
C0037304,1,Skull Fractures,NCI,Skull Fractures,Skull Fracture
C0037305,1,Skull Neoplasms,NCI,Skull Neoplasms,Skull Neoplasm
C0037305,9,Skull Neoplasms,NCI,Skull Neoplasms,Skull Tumor
C0037305,14,Skull Neoplasms,NCI,Skull Neoplasms,Tumor of Skull
C0037305,15,Skull Neoplasms,NCI,Skull Neoplasms,Neoplasm of Skull
C0037305,17,Skull Neoplasms,NCI,Skull Neoplasms,Tumor of the Skull
C0037305,19,Skull Neoplasms,NCI,Skull Neoplasms,Neoplasm of the Skull
C0037315,10,Sleep Apnea Syndromes,ICD10CM,Sleep Apnea Syndromes,Sleep apnea NOS
C0037315,10,Sleep Apnea Syndromes,NCI,Sleep Apnea Syndromes,Sleep Apnea
C0037315,11,Sleep Apnea Syndromes,ICD10CM,Sleep Apnea Syndromes,Sleep apnea
C0037315,12,Sleep Apnea Syndromes,ICD10CM,Sleep Apnea Syndromes,"Sleep apnea, unspecified"
C0037316,1,Sleep Deprivation,ICD10CM,Sleep Deprivation,Sleep deprivation
C0037320,0,Night Terrors,NCI,Night Terrors,Night Terrors
C0037320,13,Night Terrors,NCI,Night Terrors,Sleep Terror Disorder
C0037320,18,Night Terrors,ICD10CM,Night Terrors,Sleep terrors [night terrors]
C0037354,0,Smallpox,ICD10CM,Smallpox,Smallpox
C0037354,0,Smallpox,NCI,Smallpox,Smallpox
C0037367,7,Smoke Inhalation Injury,ICD10CM,Smoke Inhalation Injury,Smoke inhalation NOS
C0037367,8,Smoke Inhalation Injury,ICD10CM,Smoke Inhalation Injury,Smoke inhalation
C0037379,22,Snake Bites,ICD10CM,Snake Bites,Toxic effect of snake venom
C0037383,0,Sneezing,ICD10CM,Sneezing,Sneezing
C0037383,0,Sneezing,NCI,Sneezing,Sneezing
C0037384,0,Snoring,ICD10CM,Snoring,Snoring
C0037384,0,Snoring,NCI,Snoring,Snoring
C0037579,1,Soft Tissue Neoplasms,NCI,Soft Tissue Neoplasms,Soft Tissue Neoplasm
C0037579,8,Soft Tissue Neoplasms,NCI,Soft Tissue Neoplasms,Soft Tissue Tumors
C0037579,9,Soft Tissue Neoplasms,NCI,Soft Tissue Neoplasms,Soft Tissue Tumor
C0037579,19,Soft Tissue Neoplasms,NCI,Soft Tissue Neoplasms,Tumor of Soft Tissue
C0037579,20,Soft Tissue Neoplasms,NCI,Soft Tissue Neoplasms,Tumor of the Soft Tissue
C0037579,21,Soft Tissue Neoplasms,NCI,Soft Tissue Neoplasms,Neoplasm of Soft Tissue
C0037579,22,Soft Tissue Neoplasms,NCI,Soft Tissue Neoplasms,Neoplasm of the Soft Tissue
C0037661,0,Somatostatinoma,NCI,Somatostatinoma,Somatostatinoma
C0037661,10,Somatostatinoma,NCI,Somatostatinoma,Somatostatin Cell Tumor
C0037661,13,Somatostatinoma,NCI,Somatostatinoma,Somatostatin-Producing NET
C0037661,14,Somatostatinoma,NCI,Somatostatinoma,Somatostatin Producing Tumor
C0037661,14,Somatostatinoma,NCI,Somatostatinoma,Somatostatin-Producing Tumor
C0037661,15,Somatostatinoma,NCI,Somatostatinoma,Delta Cell Tumor
C0037661,16,Somatostatinoma,NCI,Somatostatinoma,Tumor of Delta Cells
C0037661,20,Somatostatinoma,NCI,Somatostatinoma,Tumor of the Delta Cells
C0037661,29,Somatostatinoma,NCI,Somatostatinoma,Somatostatin-Producing Neuroendocrine Tumor
C0037672,0,Somnambulism,NCI,Somnambulism,Somnambulism
C0037672,10,Somnambulism,NCI,Somnambulism,Sleepwalking
C0037672,15,Somnambulism,ICD10CM,Somnambulism,Sleepwalking [somnambulism]
C0037753,0,Sparganosis,ICD10CM,Sparganosis,Sparganosis
C0037753,0,Sparganosis,NCI,Sparganosis,Sparganosis
C0037753,6,Sparganosis,ICD10CM,Sparganosis,Spirometrosis
C0037753,19,Sparganosis,ICD10CM,Sparganosis,Larval diphyllobothriasis
C0037763,7,Spasm,NCI,Spasm,Muscle Spasm
C0037763,8,Spasm,ICD10CM,Spasm,Muscle spasm
C0037769,0,"Spasms, Infantile",NCI,West Syndrome,West Syndrome
C0037769,3,"Spasms, Infantile",ICD10CM,West Syndrome,West's syndrome
C0037769,14,"Spasms, Infantile",ICD10CM,West Syndrome,Infantile spasms
C0037773,23,"Spastic Paraplegia, Hereditary",NCI,"Spastic Paraplegia, Hereditary",Hereditary Spastic Paraplegia
C0037773,25,"Spastic Paraplegia, Hereditary",ICD10CM,"Spastic Paraplegia, Hereditary",Hereditary spastic paraplegia
C0037822,1,Speech Disorders,NCI,Speech Disorders,Speech Disorder
C0037822,20,Speech Disorders,NCI,Speech Disorders,Speech impediment or impairment
C0037856,9,Spermatic Cord Torsion,NCI,Spermatic Cord Torsion,Testicular Torsion
C0037856,17,Spermatic Cord Torsion,ICD10CM,Spermatic Cord Torsion,Torsion of testis
C0037856,20,Spermatic Cord Torsion,ICD10CM,Spermatic Cord Torsion,Torsion of spermatic cord NOS
C0037856,27,Spermatic Cord Torsion,ICD10CM,Spermatic Cord Torsion,"Torsion of testis, unspecified"
C0037859,0,Spermatocele,NCI,Spermatocele,Spermatocele
C0037859,12,Spermatocele,NCI,Spermatocele,Epididymal Cyst
C0037859,14,Spermatocele,ICD10CM,Spermatocele,Spermatocele of epididymis
C0037859,17,Spermatocele,ICD10CM,Spermatocele,Cyst of epididymis
C0037859,18,Spermatocele,NCI,Spermatocele,Cyst of Epididymis
C0037859,21,Spermatocele,NCI,Spermatocele,Cyst of the Epididymis
C0037859,27,Spermatocele,ICD10CM,Spermatocele,"Spermatocele of epididymis, unspecified"
C0037886,2,Sphenoid Sinusitis,NCI,Sphenoid Sinusitis,Sphenoidal Sinusitis
C0037886,7,Sphenoid Sinusitis,ICD10CM,Sphenoid Sinusitis,Sphenoidal sinusitis NOS
C0037889,0,"Spherocytosis, Hereditary",ICD10CM,Hereditary spherocytosis,Hereditary spherocytosis
C0037889,1,"Spherocytosis, Hereditary",NCI,Hereditary spherocytosis,Hereditary Spherocytosis
C0037889,26,"Spherocytosis, Hereditary",ICD10CM,Hereditary spherocytosis,Minkowski-Chauffard syndrome
C0037889,27,"Spherocytosis, Hereditary",ICD10CM,Hereditary spherocytosis,Acholuric (familial) jaundice
C0037899,1,Sphingolipidoses,NCI,Sphingolipidoses,Sphingolipidosis
C0037899,14,Sphingolipidoses,ICD10CM,Sphingolipidoses,"Sphingolipidosis, unspecified"
C0037917,13,Spina Bifida Cystica,ICD10CM,Spina Bifida Cystica,spina bifida (aperta)(cystica)
C0037926,23,Spinal Cord Compression,NCI,"Compressions, Spinal Cord",Spinal Cord Compression
C0037926,25,Spinal Cord Compression,ICD10CM,"Compressions, Spinal Cord",Unspecified cord compression
C0037928,4,Spinal Cord Diseases,NCI,Spinal Cord Diseases,Spinal Cord Disorder
C0037928,18,Spinal Cord Diseases,ICD10CM,Spinal Cord Diseases,Myelopathy NOS
C0037928,22,Spinal Cord Diseases,ICD10CM,Spinal Cord Diseases,"Disease of spinal cord, unspecified"
C0037929,3,Spinal Cord Injuries,NCI,Spinal Cord Injuries,Spinal Cord Injury
C0037930,1,Spinal Cord Neoplasms,NCI,Spinal Cord Neoplasms,Spinal Cord Neoplasm
C0037930,9,Spinal Cord Neoplasms,NCI,Spinal Cord Neoplasms,Spinal Cord Tumor
C0037930,19,Spinal Cord Neoplasms,NCI,Spinal Cord Neoplasms,Tumor of Spinal Cord
C0037930,20,Spinal Cord Neoplasms,NCI,Spinal Cord Neoplasms,Neoplasm of Spinal Cord
C0037930,21,Spinal Cord Neoplasms,NCI,Spinal Cord Neoplasms,Tumor of the Spinal Cord
C0037930,22,Spinal Cord Neoplasms,NCI,Spinal Cord Neoplasms,Neoplasm of the Spinal Cord
C0037932,0,Spinal Curvatures,ICD10CM,Curvature of spine NOS,Curvature of spine NOS
C0037933,18,Spinal Diseases,ICD10CM,Spinal Diseases,"Spondylopathy, unspecified"
C0037933,19,Spinal Diseases,ICD10CM,Spinal Diseases,Spondylopathies (M45-M49)
C0037937,3,Spinal Injuries,NCI,Spinal Injuries,Spinal Injury
C0037944,1,Spinal Stenosis,ICD10CM,Spinal Stenosis,Spinal stenosis
C0037944,19,Spinal Stenosis,ICD10CM,Spinal Stenosis,"Spinal stenosis, site unspecified"
C0037974,16,Spirochaetales Infections,ICD10CM,Spirochaetales Infections,"Spirochetal infection, unspecified"
C0037997,4,Splenic Diseases,NCI,Splenic Diseases,Splenic Disorder
C0037997,7,Splenic Diseases,NCI,Splenic Diseases,Spleen Disorder
C0037997,14,Splenic Diseases,ICD10CM,Splenic Diseases,Diseases of spleen
C0037997,23,Splenic Diseases,ICD10CM,Splenic Diseases,"Disease of spleen, unspecified"
C0037998,17,Splenic Infarction,ICD10CM,Splenic Infarction,Infarction of spleen
C0037999,1,Splenic Neoplasms,NCI,Splenic Neoplasms,Splenic Neoplasm
C0038000,0,Splenic Rupture,NCI,Splenic Rupture,Splenic Rupture
C0038002,0,Splenomegaly,NCI,Splenomegaly,Splenomegaly
C0038002,4,Splenomegaly,ICD10CM,Splenomegaly,Splenomegaly NOS
C0038012,0,Spondylitis,NCI,Spondylitis,Spondylitis
C0038012,31,Spondylitis,ICD10CM,Spondylitis,Unspecified inflammatory spondylopathy
C0038013,0,"Spondylitis, Ankylosing",ICD10CM,Ankylosing spondylitis,Ankylosing spondylitis
C0038013,1,"Spondylitis, Ankylosing",NCI,Ankylosing spondylitis,Ankylosing Spondylitis
C0038013,26,"Spondylitis, Ankylosing",ICD10CM,Ankylosing spondylitis,Rheumatoid arthritis of spine
C0038016,0,Spondylolisthesis,ICD10CM,Spondylolisthesis,Spondylolisthesis
C0038016,0,Spondylolisthesis,NCI,Spondylolisthesis,Spondylolisthesis
C0038016,18,Spondylolisthesis,ICD10CM,Spondylolisthesis,"Spondylolisthesis, site unspecified"
C0038018,0,Spondylolysis,ICD10CM,Spondylolysis,Spondylolysis
C0038018,0,Spondylolysis,NCI,Spondylolysis,Spondylolysis
C0038018,18,Spondylolysis,ICD10CM,Spondylolysis,"Spondylolysis, site unspecified"
C0038019,0,Spondylosis,ICD10CM,Spondylosis,Spondylosis
C0038019,13,Spondylosis,ICD10CM,Spondylosis,"Spondylosis, unspecified"
C0038034,0,Sporotrichosis,ICD10CM,Sporotrichosis,Sporotrichosis
C0038034,13,Sporotrichosis,ICD10CM,Sporotrichosis,"Sporotrichosis, unspecified"
C0038041,14,Spotted Fever Group Rickettsiosis,ICD10CM,Spotted Fever Group Rickettsiosis,Spotted fever [tick-borne rickettsioses]
C0038041,18,Spotted Fever Group Rickettsiosis,ICD10CM,Spotted Fever Group Rickettsiosis,"Spotted fever, unspecified"
C0038054,13,"Sprue, Tropical",ICD10CM,"Sprue, Tropical",Tropical sprue
C0038054,13,"Sprue, Tropical",NCI,"Sprue, Tropical",Tropical Sprue
C0038054,17,"Sprue, Tropical",ICD10CM,"Sprue, Tropical",Tropical steatorrhea
C0038054,27,"Sprue, Tropical",NCI,"Sprue, Tropical",Post-Infective Tropical Malabsorption
C0038159,0,Staphylococcal Food Poisoning,NCI,Staphylococcal Food Poisoning,Staphylococcal Food Poisoning
C0038159,23,Staphylococcal Food Poisoning,ICD10CM,Staphylococcal Food Poisoning,Foodborne staphylococcal intoxication
C0038160,1,Staphylococcal Infections,NCI,Staphylococcal Infections,Staphylococcal Infection
C0038165,0,Staphylococcal Scalded Skin Syndrome,NCI,Staphylococcal Scalded Skin Syndrome,Staphylococcal Scalded Skin Syndrome
C0038165,3,Staphylococcal Scalded Skin Syndrome,ICD10CM,Staphylococcal Scalded Skin Syndrome,Staphylococcal scalded skin syndrome
C0038165,32,Staphylococcal Scalded Skin Syndrome,ICD10CM,Staphylococcal Scalded Skin Syndrome,Ritter's disease
C0038187,0,Starvation,ICD10CM,Starvation,Starvation
C0038218,0,Status Asthmaticus,NCI,Status Asthmaticus,Status Asthmaticus
C0038220,0,Status Epilepticus,NCI,Status Epilepticus,Status Epilepticus
C0038238,0,Steatorrhea,NCI,Steatorrhea,Steatorrhea
C0038325,0,Stevens-Johnson Syndrome,NCI,Stevens-Johnson Syndrome,Stevens-Johnson Syndrome
C0038325,1,Stevens-Johnson Syndrome,ICD10CM,Stevens-Johnson Syndrome,Stevens-Johnson syndrome
C0038354,4,Stomach Diseases,NCI,Stomach Diseases,Stomach Disorder
C0038355,8,"Diverticulum, Stomach",ICD10CM,Stomach Diverticulum,Gastric diverticulum
C0038356,1,Stomach Neoplasms,NCI,Stomach Neoplasms,Stomach Neoplasm
C0038356,8,Stomach Neoplasms,NCI,Stomach Neoplasms,Gastric Neoplasm
C0038356,9,Stomach Neoplasms,NCI,Stomach Neoplasms,Stomach Tumor
C0038356,14,Stomach Neoplasms,NCI,Stomach Neoplasms,Tumor of Stomach
C0038356,16,Stomach Neoplasms,NCI,Stomach Neoplasms,Neoplasm of Stomach
C0038356,16,Stomach Neoplasms,NCI,Stomach Neoplasms,Gastric Tumor
C0038356,17,Stomach Neoplasms,NCI,Stomach Neoplasms,Tumor of the Stomach
C0038356,19,Stomach Neoplasms,NCI,Stomach Neoplasms,Neoplasm of the Stomach
C0038358,0,Stomach Ulcer,ICD10CM,Gastric ulcer,Gastric ulcer
C0038358,1,Stomach Ulcer,NCI,Gastric ulcer,Gastric Ulcer
C0038362,0,Stomatitis,NCI,Stomatitis,Stomatitis
C0038362,4,Stomatitis,ICD10CM,Stomatitis,Stomatitis NOS
C0038362,10,Stomatitis,NCI,Stomatitis,Oral Mucositis
C0038363,1,"Stomatitis, Aphthous",NCI,Aphthous Stomatitis,Aphthous stomatitis
C0038363,16,"Stomatitis, Aphthous",NCI,Aphthous Stomatitis,Canker Sore
C0038364,18,"Stomatitis, Denture",ICD10CM,"Stomatitis, Denture",Denture stomatitis
C0038379,0,Strabismus,NCI,Strabismus,Strabismus
C0038379,8,Strabismus,NCI,Strabismus,Squint
C0038379,13,Strabismus,ICD10CM,Strabismus,Unspecified strabismus
C0038379,22,Strabismus,ICD10CM,Strabismus,Unspecified heterotropia
C0038395,1,Streptococcal Infections,NCI,Streptococcal Infections,Streptococcal Infection
C0038454,0,Stroke,NCI,Cerebrovascular Accident,Cerebrovascular Accident
C0038454,20,Stroke,NCI,Cerebrovascular Accident,Stroke Syndrome
C0038454,21,Stroke,ICD10CM,Cerebrovascular Accident,Stroke NOS
C0038454,21,Stroke,NCI,Cerebrovascular Accident,Stroke
C0038454,22,Stroke,NCI,Cerebrovascular Accident,CVA
C0038463,0,Strongyloidiasis,ICD10CM,Strongyloidiasis,Strongyloidiasis
C0038463,0,Strongyloidiasis,NCI,Strongyloidiasis,Strongyloidiasis
C0038463,13,Strongyloidiasis,ICD10CM,Strongyloidiasis,"Strongyloidiasis, unspecified"
C0038478,0,Struma Ovarii,NCI,Struma Ovarii,Struma Ovarii
C0038505,0,Sturge-Weber Syndrome,NCI,Sturge-Weber Syndrome,Sturge-Weber Syndrome
C0038505,7,Sturge-Weber Syndrome,NCI,Sturge-Weber Syndrome,Sturge-Weber Disease
C0038505,11,Sturge-Weber Syndrome,ICD10CM,Sturge-Weber Syndrome,Sturge-Weber(-Dimitri) syndrome
C0038505,17,Sturge-Weber Syndrome,NCI,Sturge-Weber Syndrome,Encephalotrigeminal Syndrome
C0038506,3,Stuttering,NCI,Stuttering,Stutter
C0038506,4,Stuttering,ICD10CM,Stuttering,Stuttering NOS
C0038522,0,Subacute Sclerosing Panencephalitis,NCI,Subacute Sclerosing Panencephalitis,Subacute Sclerosing Panencephalitis
C0038522,2,Subacute Sclerosing Panencephalitis,ICD10CM,Subacute Sclerosing Panencephalitis,Subacute sclerosing panencephalitis
C0038522,20,Subacute Sclerosing Panencephalitis,ICD10CM,Subacute Sclerosing Panencephalitis,Dawson's inclusion body encephalitis
C0038525,0,Subarachnoid Hemorrhage,NCI,Subarachnoid Hemorrhage,Subarachnoid Hemorrhage
C0038531,0,Subclavian Steal Syndrome,NCI,Subclavian Steal Syndrome,Subclavian Steal Syndrome
C0038536,0,Subcutaneous Emphysema,NCI,Subcutaneous Emphysema,Subcutaneous Emphysema
C0038554,1,Sublingual Gland Neoplasms,NCI,Sublingual Gland Neoplasms,Sublingual Gland Neoplasm
C0038554,9,Sublingual Gland Neoplasms,NCI,Sublingual Gland Neoplasms,Sublingual Gland Tumor
C0038554,19,Sublingual Gland Neoplasms,NCI,Sublingual Gland Neoplasms,Tumor of Sublingual Gland
C0038554,22,Sublingual Gland Neoplasms,NCI,Sublingual Gland Neoplasms,Neoplasm of Sublingual Gland
C0038554,23,Sublingual Gland Neoplasms,NCI,Sublingual Gland Neoplasms,Tumor of the Sublingual Gland
C0038554,26,Sublingual Gland Neoplasms,NCI,Sublingual Gland Neoplasms,Neoplasm of the Sublingual Gland
C0038558,1,Submandibular Gland Neoplasms,NCI,Submandibular Gland Neoplasms,Submandibular Gland Neoplasm
C0038558,9,Submandibular Gland Neoplasms,NCI,Submandibular Gland Neoplasms,Submandibular Gland Tumor
C0038558,19,Submandibular Gland Neoplasms,NCI,Submandibular Gland Neoplasms,Tumor of Submandibular Gland
C0038558,22,Submandibular Gland Neoplasms,NCI,Submandibular Gland Neoplasms,Neoplasm of Submandibular Gland
C0038558,23,Submandibular Gland Neoplasms,NCI,Submandibular Gland Neoplasms,Tumor of the Submandibular Gland
C0038558,26,Submandibular Gland Neoplasms,NCI,Submandibular Gland Neoplasms,Neoplasm of the Submandibular Gland
C0038565,1,Subphrenic Abscess,ICD10CM,Subphrenic Abscess,Subphrenic abscess
C0038565,8,Subphrenic Abscess,NCI,Subphrenic Abscess,Subdiaphragmatic Abscess
C0038565,9,Subphrenic Abscess,ICD10CM,Subphrenic Abscess,Subdiaphragmatic abscess
C0038587,0,Substance Withdrawal Syndrome,NCI,Substance Withdrawal Syndrome,Substance Withdrawal Syndrome
C0038587,10,Substance Withdrawal Syndrome,NCI,Substance Withdrawal Syndrome,Withdrawal Syndrome
C0038644,0,Sudden Infant Death,NCI,Sudden Infant Death Syndrome,Sudden Infant Death Syndrome
C0038644,24,Sudden Infant Death,NCI,Sudden Infant Death Syndrome,SIDS
C0038814,0,Sunburn,ICD10CM,Sunburn,Sunburn
C0038814,0,Sunburn,NCI,Sunburn,Sunburn
C0038814,13,Sunburn,ICD10CM,Sunburn,"Sunburn, unspecified"
C0038819,2,Sunstroke,NCI,Sunstroke,Sun Stroke
C0038819,6,Sunstroke,NCI,Sunstroke,Heat Stroke
C0038819,8,Sunstroke,ICD10CM,Sunstroke,Siriasis
C0038828,0,Superior Mesenteric Artery Syndrome,NCI,Superior Mesenteric Artery Syndrome,Superior Mesenteric Artery Syndrome
C0038833,0,Superior Vena Cava Syndrome,NCI,Superior Vena Cava Syndrome,Superior Vena Cava Syndrome
C0038868,0,"Supranuclear Palsy, Progressive",ICD10CM,Progressive supranuclear palsy,Progressive supranuclear palsy
C0038868,2,"Supranuclear Palsy, Progressive",NCI,Progressive supranuclear palsy,Progressive Supranuclear Palsy
C0038868,31,"Supranuclear Palsy, Progressive",NCI,Progressive supranuclear palsy,Steele-Richardson-Olszewski Syndrome
C0038874,0,Supratentorial Neoplasms,NCI,Supratentorial Neoplasms,Supratentorial Neoplasms
