ROW_ID,ROW_VERSION,CSBC PSON Center,Consortium,PubMed,Journal,Publication Year,Title,Authors,Grant,Tool link,Other Data Location,SRA URLs,dbGaP URLs,GEO URLs,Synapse Location,Keywords,Abstract,grantType,datasets,studies,tissue_or_organ,diseaseType,experimentalStrategy,featured,dataset name,study name,doi,site,institution,Theme,modifiedOn,tissue_or_organ.sv,diseaseType.sv,experimentalStrategy.sv,Theme.sv,annotated.by,study.number,grantNumber,centerName
4682,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27299299,Am J Hematol,2016,Mathematical modeling of erythrocyte chimerism informs genetic intervention strategies for sickle cell disease,"Altrock PM, Brendel C, Renella R, Orkin SH, Williams DA, Michor F",U54 CA193461,,,,,,,"mathematical modeling, sickle cell disease",,U54,,,Bone marrow,Sickle Cell Anemia,,,,,,,,drug resistance/sensitivity,,Bone marrow,,,"mathematical modeling, sickle cell disease",Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4684,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26379039,PLoS Comput Biol,2015,An Evolutionary Approach for Identifying Driver Mutations in Colorectal Cancer,"Foo J, Liu LL, Leder K, Riester M, Iwasa Y, Lengauer C, Michor F",U54 CA193461,,,,,,,"mathematical modeling, colorectal cancer, driver mutation, evolution",,U54,,,,Tumor of the Large Bowel,,,,,,,,,,,,,,,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4678,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28235203,Cell,2017,Epigenetic Memory Underlies Cell-Autonomous Heterogeneous Behavior of Hematopoietic Stem Cells,"Yu VW, Yusuf RZ, Oki T, Wu J, Saez B, Wang X, Cook C, Baryawno N, Ziller MJ, Lee E, Gu H, Meissner A, Lin CP, Kharchenko PV, Scadden DT",U54 CA193461,,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87527,,erratum,,U54,,,Not Applicable,Not Applicable,"ATAC-Seq, Whole Transcriptome Sequencing, Single Cell Sequencing, Bisulfite Sequencing",,,,,,,heterogeneity/evolution,,Not Applicable,,,erratum,Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4679,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28085223,Mol Oncol,2017,Circulating and disseminated tumor cells: harbingers or initiators of metastasis?,"Dasgupta A, Lim AR, Ghajar CM",U54 CA193461,,,,,,,"review, circulating tumor cells, disseminated tumor cells",,U54,,,Not Applicable,Not Applicable,Not Applicable,,,,,,,"microenvironment, heterogeneity/evolution",,Not Applicable,,,"review, circulating tumor cells, disseminated tumor cells",Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4680,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26349637,Small,2015,Interfacing Inorganic Nanowire Arrays and Living Cells for Cellular Function Analysis,"Kwak M, Han L, Chen JJ, Fan R",U54 CA193461,,,,,,,"cell-substrate interactions, cellular function analysis, intracellular delivery, nanowire arrays, rare cell analysis, revie",,U54,,,Not Applicable,Not Applicable,Nanowire,,,,,,,tumor-immune,,Not Applicable,,,"cell-substrate interactions, cellular function analysis, intracellular delivery, nanowire arrays, rare cell analysis, revie",Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4683,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26590416,Cell,2015,Improving Cancer Treatment via Mathematical Modeling: Surmounting the Challenges Is Worth the Effort,"Michor F, Beal K",U54 CA193461,,,,,,,"cancer treatment, mathematical modeling, perspective",,U54,,,Not Applicable,Not Applicable,Mathematical Modeling,,,,,,,drug resistance/sensitivity,,Not Applicable,,,,Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4686,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27531101,Bioinformatics,2016,A computational strategy to adjust for copy number in tumor Hi-C data,"Wu HJ, Michor F",U54 CA193461,https://bitbucket.org/mthjwu/hicapp,,,,,,"Hi-C, copy number, computational method",,U54,,,"Breast, Bone marrow","Carcinoma in situ of Breast, Chronic myeloid leukemia","Computational Tool, Hi-C",,,,,,,Not Applicable,,"Breast, Bone marrow",,,"Hi-C, copy number, computational method",Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4687,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28967881,Nat Struct Mol Biol,2017,Nuclear topology modulates the mutational landscapes of cancer genomes,"Smith KS, Liu LL, Ganesan S, Michor F, De S",U54 CA193461,,,,,,,"DNA damage, DNA repair, lamina, nucleus, nuclear organization, mutational landscape",,U54,,,Not Applicable,Pan-cancer,Not Applicable,,,,,,,Not Applicable,,Not Applicable,,,,Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4688,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28303905,Nat Rev Cancer,2017,Pre-metastatic niches: organ-specific homes for metastases,"Peinado H, Zhang H, Matei IR, Costa-Silva B, Hoshino A, Rodrigues G, Psaila B, Kaplan RN, Bromberg JF, Kang Y, Bissell MJ, Cox TR, Giaccia AJ, Erler JT, Hiratsuka S, Ghajar CM, Lyden D",U54 CA193461,,,,,,,"review, metastasis, seed-and-soil hypothesis",,U54,,,Not Applicable,Pan-cancer,Not Applicable,,,,,,,microenvironment,,Not Applicable,,,"review, metastasis, seed-and-soil hypothesis",Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4693,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28959968,Nature,2017,Epigenetic restriction of extraembryonic lineages mirrors the somatic transition to cancer,"Smith ZD, Shi J, Gu H, Donaghey J, Clement K, Cacchiarelli D, Gnirke A, Michor F, Meissner A",U54 CA193461,,"https://www.ncbi.nlm.nih.gov/sra/?Db=sra&DbFrom=pmc&Cmd=Link&LinkName=pmc_sra&IdsFromResult=5789792, https://www.ncbi.nlm.nih.gov/bioproject/?Db=bioproject&DbFrom=pmc&Cmd=Link&LinkName=pmc_bioproject&IdsFromResult=5789792",,,"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98963 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98960 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84236 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84235 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84234 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84232 , https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58889",,,,U54,,,Not Applicable,Pan-cancer,"Bisulfite Sequencing, Whole Transcriptome Sequencing, ATAC-Seq",,,,,,,Not Applicable,,Not Applicable,,,,Sage,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
4910,196,syn7349757,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28097472,Cancer Causes Control,2017,Proceedings of the third international molecular pathological epidemiology (MPE) meeting,"Campbell PT, Rebbeck TR, Nishihara R, Beck AH, Begg CB, Bogdanov AA, Cao Y, Coleman HG, Freeman GJ, Heng YJ, Huttenhower C, Irizarry RA, Kip NS, Michor F, Nevo D, Peters U, Phipps AI, Poole EM, Qian ZR, Quackenbush J, Robins H, Rogan PK, Slattery ML, Smith-Warner SA, Song M, VanderWeele TJ, Xia D, Zabor EC, Zhang X, Wang M, Ogino S",U54 CA193461,,,,,,,,,U54,,,,,,,,,,,,,,,,,,,,CA193461,Dana-Farber Cancer Institute Physical Sciences-Oncology Center
5149,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28043968,J Cell Sci,2017,"Tissue mechanics regulate brain development, homeostasis and disease","Barnes JM, Przybyla L, Weaver VM",U01 CA202241,,,,,,,,,U01,,,Unspecified,Glioblastoma,,,,,,,,microenvironment,,Unspecified,,,,Sage,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5172,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=25959051,Integr Biol (Camb),2015,Human breast cancer invasion and aggression correlates with ECM stiffening and immune cell infiltration,"Acerbi I, Cassereau L, Dean I, Shi Q, Au A, Park C, Chen YY, Liphardt J, Hwang ES, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,Intraductal carcinoma in situ of breast,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5201,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28025167,Matrix Biol,2017,Force-dependent breaching of the basement membrane,"Chang TT, Thakar D, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,"Intraductal carcinoma in situ of breast, Malignant Neoplasm of Pancreas, Hepatoma",,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5100,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27089513,Nat Med,2016,Genotype tunes pancreatic ductal adenocarcinoma tissue tension to induce matricellular fibrosis and tumor progression,"Laklai H, Miroshnikova YA, Pickup MW, Collisson EA, Kim GE, Barrett AS, Hill RC, Lakins JN, Schlaepfer DD, Mouw JK, LeBleu VS, Roy N, Novitskiy SV, Johansen JS, Poli V, Kalluri R, Iacobuzio-Donahue CA, Wood LD, Hebrok M, Hansen K, Moses HL, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,Malignant Neoplasm of Pancreas,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5072,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29866846,Proc Natl Acad Sci U S A,2018,Spatially modulated ephrinA1:EphA2 signaling increases local contractility and global focal adhesion dynamics to promote cell motility,"Chen Z, Oh D, Biswas KH, Yu CH, Zaidel-Bar R, Groves JT",U01 CA202241,,,,,,,,,U01,,,Not Applicable,Not Applicable,,,,,,,,metastasis,,Not Applicable,,,,Sage,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5153,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26812279,J Am Chem Soc,2016,Covalent Ras Dimerization on Membrane Surfaces through Photosensitized Oxidation,"Chung JK, Lee YK, Lam HY, Groves JT",U01 CA202241,,,,,,,,,U01,,,Unspecified,Not Applicable,Spectroscopy,,,,,,,drug resistance/sensitivity,,Unspecified,,,,Sage,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5198,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30075851,Biophys J,2018,Spatiomechanical Modulation of EphB4-Ephrin-B2 Signaling in Neural Stem Cell Differentiation,"Dong M, Spelke DP, Lee YK, Chung JK, Yu CH, Schaffer DV, Groves JT",U01 CA202241,,,,,,,,,U01,,,Nervous system,Not Applicable,Not Applicable,,,,,,,heterogeneity/evolution,,Nervous system,,,,Sage,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5043,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27334548,Integr Biol (Camb),2016,Visualizing mechanical modulation of nanoscale organization of cell-matrix adhesions,"Ou G, Thakar D, Tung JC, Miroshnikova YA, Dufort CC, Gutierrez E, Groisman A, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5056,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30053426,Cell,2018,Isolation of a Structural Mechanism for Uncoupling T Cell Receptor Signaling from Peptide-MHC Binding,"Sibener LV, Fernandes RA, Kolawole EM, Carbone CB, Liu F, McAffee D, Birnbaum ME, Yang X, Su LF, Yu W, Dong S, Gee MH, Jude KM, Davis MM, Groves JT, Goddard WA 3rd, Heath JR, Evavold BD, Vale RD, Garcia KC",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5057,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27056543,Trends Cell Biol,2016,Force Matters: Biomechanical Regulation of Cell Invasion and Migration in Disease,"Kai F, Laklai H, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5069,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26378258,Mol Biol Cell,2015,Diffusion of GPI-anchored proteins is influenced by the activity of dynamic cortical actin,"Saha S, Lee IH, Polley A, Groves JT, Rao M, Mayor S",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5078,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28684606,Mol Biol Cell,2017,Cell and tissue mechanics: the new cell biology frontier,Weaver VM,U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5081,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28495700,Science,2017,Visualizing dynamic microvillar search and stabilization during ligand detection by T cells,"Cai E, Marchuk K, Beemiller P, Beppler C, Rubashkin MG, Weaver VM, Grard A, Liu TL, Chen BC, Betzig E, Bartumeus F, Krummel MF",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5093,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27298087,Annu Rev Cell Dev Biol,2016,Mechanical Control of Epithelial-to-Mesenchymal Transitions in Development and Cancer,"Przybyla L, Muncie JM, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5112,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28424337,Cold Spring Harb Symp Quant Biol,2016,"Physical and Chemical Gradients in the Tumor Microenvironment Regulate Tumor Cell Invasion, Migration, and Metastasis","Oudin MJ, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5114,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29182244,J Am Chem Soc,2017,"Allosteric Modulation of Grb2 Recruitment to the Intrinsically Disordered Scaffold Protein, LAT, by Remote Site Phosphorylation","Huang WYC, Ditlev JA, Chiang HK, Rosen MK, Groves JT",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5116,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26439949,Bioessays,2015,"Tumor-induced solid stress activates -catenin signaling to drive malignant behavior in normal, tumor-adjacent cells","Ou G, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5135,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30055167,J Mol Biol,2018,Modeling Tissue Polarity in Context,"Tharp KM, Weaver VM",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5140,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=28452363,Nat Commun,2017,Mechanism of SOS PR-domain autoinhibition revealed by single-molecule assays on native protein from lysate,"Lee YK, Low-Nam ST, Chung JK, Hansen SD, Lam HYM, Alvarez S, Groves JT",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5142,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29320680,Biophys J,2018,K-Ras4B Remains Monomeric on Membranes over aWide Range ofSurface Densities and Lipid Compositions,"Chung JK, Lee YK, Denson JP, Gillette WK, Alvarez S, Stephen AG, Groves JT",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5157,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27452175,Cell Stem Cell,2016,Tissue Mechanics Orchestrate Wnt-Dependent Human Embryonic Stem Cell Differentiation,"Przybyla L, Lakins JN, Weaver VM",U01 CA202241,,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE83584,,,,U01,,,,,,,,,,,,,,,,,,Sage,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5162,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29045874,Biophys J,2017,Dynamic Scaling Analysis of Molecular Motion within the LAT:Grb2:SOS Protein Network onMembranes,"Huang WYC, Chiang HK, Groves JT",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5169,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=27203736,Langmuir,2016,Site-Specific Modulation of Charge Controls the Structure and Stimulus Responsiveness of Intrinsically Disordered Peptide Brushes,"Bhagawati M, Rubashkin MG, Lee JP, Ananthanarayanan B, Weaver VM, Kumar S",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5194,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=26668364,Proc Natl Acad Sci U S A,2015,Negative membrane curvature catalyzes nucleation of endosomal sorting complex required for transport (ESCRT)-III assembly,"Lee IH, Kai H, Carlson LA, Groves JT, Hurley JH",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
5195,196,syn7416710,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=29266001,Elife,2017,A bulky glycocalyx fosters metastasis formation by promoting G1 cell cycle progression,"Woods EC, Kai F, Barnes JM, Pedram K, Pickup MW, Hollander MJ, Weaver VM, Bertozzi CR",U01 CA202241,,,,,,,,,U01,,,,,,,,,,,,,,,,,,,1,CA202241,ECM geometrical and mechanical properties modulate RTK signaling
4837,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27354287,Sci Rep,2016,Network Modeling Identifies Patient-specific Pathways in Glioblastoma,"Tuncbag N, Milani P, Pokorny JL, Johnson H, Sio TT, Dalin S, Iyekegbe DO, White FM, Sarkaria JN, Fraenkel E",U01 CA184898,,,,,,,"networks, computational biology",,U01,,,,Glioblastoma,,,,,,,,,,,,,,,1,CA184898,Embryonal Brain Tumor Networks
4839,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27479327,Nat Methods,2016,Revealing disease-associated pathways by network integration of untargeted metabolomics,"Pirhaji L, Milani P, Leidl M, Curran T, Avila-Pacheco J, Clish CB, White FM, Saghatelian A, Fraenkel E",U01 CA184898,,,,,,,"networks, computational biology",,U01,,,,Huntingon's Disease,Not Applicable,,,,,,,,,,,,"networks, computational biology",Sage,1,CA184898,Embryonal Brain Tumor Networks
4831,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27096930,PLoS Comput Biol,2016,Network-Based Interpretation of Diverse High-Throughput Datasets through the Omics Integrator Software Package,"Tuncbag N, Gosline SJ, Kedaigle A, Soltis AR, Gitter A, Fraenkel E",U01 CA184898,,,,,,syn9898746,"networks, computational biology",,U01,,,,Lung Carcinoma,,,,,,,,,,,,,"networks, computational biology",,1,CA184898,Embryonal Brain Tumor Networks
4919,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29478614,Handb Clin Neurol,2018,Brain cancer genomics and epigenomics,"Archer TC, Sengupta S, Pomeroy SL",U01 CA184898,,,,,,,,,U01,,,,Malignant Neoplasm of Brain,,,,,,,,,,,,,,,1,CA184898,Embryonal Brain Tumor Networks
4840,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29023490,PLoS One,2017,Network modeling of kinase inhibitor polypharmacology reveals pathways targeted in chemical screens,"Ursu O, Gosline SJC, Beeharry N, Fink L, Bhattacharjee V, Huang SC, Zhou Y, Yen T, Fraenkel E",U01 CA184898,,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70810,,"pancreatic cancer, protein interaction network, computational biology, epigenetics, kinase specificity",,U01,,,,Malignant Neoplasm of Pancreas,,,,,,,,,,,,,"pancreatic cancer, protein interaction network, computational biology, epigenetics, kinase specificity",Sage,1,CA184898,Embryonal Brain Tumor Networks
5200,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=30205044,Cancer Cell,2018,"Proteomics, Post-translational Modifications, and Integrative Analyses Reveal Molecular Heterogeneity within Medulloblastoma Subgroups","Archer TC, Ehrenberger T, Mundt F, Gold MP, Krug K, Mah CK, Mahoney EL, Daniel CJ, LeNail A, Ramamoorthy D, Mertins P, Mani DR, Zhang H, Gillette MA, Clauser K, Noble M, Tang LC, Pierre-Franois J, Silterra J, Jensen J, Tamayo P, Korshunov A, Pfister SM, Kool M, Northcott PA, Sears RC, Lipton JO, Carr SA, Mesirov JP, Pomeroy SL, Fraenkel E","U54 CA209988, U01 CA184898",,,,,,,,,"U01, U54",,,Brain,Medulloblastoma,,,,,,,,heterogeneity/evolution,,Brain,,,,Center,1,"CA209988, CA184898",Embryonal Brain Tumor Networks
4841,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29018056,Mol Cancer Res,2017,Functional Genomics Approach Identifies Novel Signaling Regulators of TGF Ectodomain Shedding,"Wilson JL, Kefaloyianni E, Stopfer L, Harrison C, Sabbisetti VS, Fraenkel E, Lauffenburger DA, Herrlich A",U01 CA184898,,,,,,,"protein interaction network, computational biology, shRNA screen",,U01,,,Blood,Not Applicable,shRNA,,,,,,,microenvironment,,Blood,,,"protein interaction network, computational biology, shRNA screen",Sage,1,CA184898,Embryonal Brain Tumor Networks
5097,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=30257219,Cell Rep,2018,Synthesizing Signaling Pathways from Temporal Phosphoproteomic Data,"Kksal AS, Beck K, Cronin DR, McKenna A, Camp ND, Srivastava S, MacGilvray ME, Bodk R, Wolf-Yadlin A, Fraenkel E, Fisher J, Gitter A",U01 CA184898,,,,,,,,,U01,,,Unspecified,Not Applicable,Proteomics Assay,,,,,,,heterogeneity/evolution,,Unspecified,,,,Sage,1,CA184898,Embryonal Brain Tumor Networks
4832,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27315426,Integr Biol (Camb),2016,Pathway-based network modeling finds hidden genes in shRNA screen for regulators of acute lymphoblastic leukemia,"Wilson JL, Dalin S, Gosline S, Hemann M, Fraenkel E, Lauffenburger DA",U01 CA184898,,,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77570,,"networks, computational biology",,U01,,,Blood,T Acute Lymphoblastic Leukemia,shRNA,,,,,,,drug resistance/sensitivity,,Blood,,,"networks, computational biology",Sage,1,CA184898,Embryonal Brain Tumor Networks
4836,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=28386677,Neurotherapeutics,2017,Medulloblastoma: Molecular Classification-Based Personal Therapeutics,"Archer TC, Mahoney EL, Pomeroy SL",U01 CA184898,,,,,,,"DNA methylation, medulloblastoma",,U01,,,,Tumor of Cerebellum,,,,,,,,,,,,,"DNA methylation, medulloblastoma",,1,CA184898,Embryonal Brain Tumor Networks
4994,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29753700,Lancet Oncol,2018,Spectrum and prevalence of genetic predisposition in medulloblastoma: a retrospective genetic study and prospective validation in a clinical trial cohort,"Waszak SM, Northcott PA, Buchhalter I, Robinson GW, Sutter C, Groebner S, Grund KB, Brugires L, Jones DTW, Pajtler KW, Morrissy AS, Kool M, Sturm D, Chavez L, Ernst A, Brabetz S, Hain M, Zichner T, Segura-Wang M, Weischenfeldt J, Rausch T, Mardin BR, Zhou X, Baciu C, Lawerenz C, Chan JA, Varlet P, Guerrini-Rousseau L, Fults DW, Grajkowska W, Hauser P, Jabado N, Ra YS, Zitterbart K, Shringarpure SS, De La Vega FM, Bustamante CD, Ng HK, Perry A, MacDonald TJ, Herniz Driever P, Bendel AE, Bowers DC, McCowage G, Chintagumpala MM, Cohn R, Hassall T, Fleischhack G, Eggen T, Wesenberg F, Feychting M, Lannering B, Schz J, Johansen C, Andersen TV, Rsli M, Kuehni CE, Grotzer M, Kjaerheim K, Monoranu CM, Archer TC, Duke E, Pomeroy SL, Shelagh R, Frank S, Sumerauer D, Scheurlen W, Ryzhova MV, Milde T, Kratz CP, Samuel D, Zhang J, Solomon DA, Marra M, Eils R, Bartram CR, von Hoff K, Rutkowski S, Ramaswamy V, Gilbertson RJ, Korshunov A, Taylor MD, Lichter P, Malkin D, Gajjar A, Korbel JO, Pfister SM",U01 CA184898,,,,,,,,,U01,,,,Tumor of Cerebellum,,,,,,,,,,,,,,,1,CA184898,Embryonal Brain Tumor Networks
4833,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27088724,Nat Biotechnol,2016,Characterizing genomic alterations in cancer by complementary functional associations,"Kim JW, Botvinnik OB, Abudayyeh O, Birger C, Rosenbluh J, Shrestha Y, Abazeed ME, Hammerman PS, DiCara D, Konieczkowski DJ, Johannessen CM, Liberzon A, Alizad-Rahvar AR, Alexe G, Aguirre A, Ghandi M, Greulich H, Vazquez F, Weir BA, Van Allen EM, Tsherniak A, Shao DD, Zack TI, Noble M, Getz G, Beroukhim R, Garraway LA, Ardakani M, Romualdi C, Sales G, Barbie DA, Boehm JS, Hahn WC, Mesirov JP, Tamayo P",U01 CA184898,REVEALER is available in GenePattern (www.genepattern.org).,,,,,,computational biology,,U01,,,Not Applicable,Pan-cancer,Computational Tool,,,,,,,Not Applicable,,Not Applicable,,,,Sage,1,CA184898,Embryonal Brain Tumor Networks
4834,196,syn9772917,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=27146274,Sci Rep,2016,Cell freezing protocol suitable for ATAC-Seq on motor neurons derived from human induced pluripotent stem cells,"Milani P, Escalante-Chong R, Shelley BC, Patel-Murray NL, Xin X, Adam M, Mandefro B, Sareen D, Svendsen CN, Fraenkel E",U01 CA184898,,"https://www.ncbi.nlm.nih.gov/gap/?LinkName=pubmed_gap&from_uid=27146274, https://www.ncbi.nlm.nih.gov/sra?LinkName=pubmed_sra&from_uid=27146274",,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE78036,,"ATAC-Seq, iPSCs",,U01,,,Not Applicable,Not Applicable,ATAC-Seq,,,,,,,Not Applicable,,Not Applicable,,,"ATAC-Seq, iPSCs",Sage,1,CA184898,Embryonal Brain Tumor Networks
