CSBC PSON Center,Consortium,PubMed,Journal,Publication Year,Title,Authors,Grant,Data Location,Synapse Location,Keywords,Abstract,grantType,datasets,studies,tissue_or_organ,diseaseType,experimentalStrategy,featured,dataset name,study name,doi,site,institution,Theme,modifiedOn,tissue_or_organ.sv,diseaseType.sv,experimentalStrategy.sv,Theme.sv,MeSH,MeSH2,sim_text,center
syn7349770,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30051890,Nature,2018,Suppression of insulin feedback enhances the efficacy of PI3K inhibitors,"Hopkins BD, Pauli C, Xing D, Wang DG, Li X, Wu D, Amadiume SC, Goncalves MD, Hodakoski C, Lundquist MR, Bareja R, Ma Y, Harris EM, Sboner A, Beltran H, Rubin MA, Mukherjee S, Cantley LC",U54 CA210184,,,,"Mutations in PIK3CA, which encodes the p110α subunit of the insulin-activated phosphatidylinositol-3 kinase (PI3K), and loss of function mutations in PTEN, which encodes a phosphatase that degrades the phosphoinositide lipids generated by PI3K, are among the most frequent events in human cancers<sup>1,2</sup>. However, pharmacological inhibition of PI3K has resulted in variable clinical responses, raising the possibility of an inherent mechanism of resistance to treatment. As p110α mediates virtually all cellular responses to insulin, targeted inhibition of this enzyme disrupts glucose metabolism in multiple tissues. For example, blocking insulin signalling promotes glycogen breakdown in the liver and prevents glucose uptake in the skeletal muscle and adipose tissue, resulting in transient hyperglycaemia within a few hours of PI3K inhibition. The effect is usually transient because compensatory insulin release from the pancreas (insulin feedback) restores normal glucose homeostasis<sup>3</sup>. However, the hyperglycaemia may be exacerbated or prolonged in patients with any degree of insulin resistance and, in these cases, necessitates discontinuation of therapy<sup>3-6</sup>. We hypothesized that insulin feedback induced by PI3K inhibitors may reactivate the PI3K-mTOR signalling axis in tumours, thereby compromising treatment effectiveness<sup>7,8</sup>. Here we show, in several model tumours in mice, that systemic glucose-insulin feedback caused by targeted inhibition of this pathway is sufficient to activate PI3K signalling, even in the presence of PI3K inhibitors. This insulin feedback can be prevented using dietary or pharmaceutical approaches, which greatly enhance the efficacy/toxicity ratios of PI3K inhibitors. These findings have direct clinical implications for the multiple p110α inhibitors that are in clinical trials and provide a way to increase treatment efficacy for patients with many types of tumour.",U54,,,not reported,Not Applicable,,,,,,,,drug resistance/sensitivity,,,,,,"Animals|Blood Glucose/metabolism|Cell Proliferation/drug effects|Cell Survival/drug effects|Disease Models, Animal|Feedback, Physiological/drug effects|Insulin/metabolism|Male|Mice|Mice, Inbred C57BL|Mice, Nude|Neoplasms/drug therapy|Neoplasms/enzymology|Neoplasms/metabolism|Neoplasms/pathology|Phosphatidylinositol 3-Kinases/antagonists & inhibitors|Protein Kinase Inhibitors/pharmacology|Signal Transduction/drug effects|TOR Serine-Threonine Kinases/metabolism","Animals|Blood Glucose/metabolism|Cell Proliferation/drug effects|Cell Survival/drug effects|Disease Models, Animal|Feedback, Physiological/drug effects|Insulin/metabolism|Male|Mice|Mice, Inbred C57BL|Mice, Nude|Neoplasms/drug therapy|Neoplasms/enzymology|Neoplasms/metabolism|Neoplasms/pathology|Phosphatidylinositol 3-Kinases/antagonists & inhibitors|Protein Kinase Inhibitors/pharmacology|Signal Transduction/drug effects|TOR Serine-Threonine Kinases/metabolism",mutat pik3ca encod p110α subunit insulin phosphatidylinositol kinas pi3k loss function mutat pten encod phosphatas degrad phosphoinositid lipid gener pi3k among frequent event human pharmacolog inhibit pi3k variabl clinic respons rais possibl inher mechan resist treatment p110α mediat virtual cellular respons insulin target inhibit enzym disrupt glucos metabol multipl tissu exampl block insulin signal promot glycogen breakdown liver prevent glucos uptak skelet muscl adipos tissu transient hyperglycaemia within hour pi3k inhibit usual transient compensatori insulin releas pancrea insulin feedback restor normal glucos homeostasi hyperglycaemia exacerb prolong patient degre insulin resist case necessit discontinu therapi 6 hypothes insulin feedback induc pi3k inhibitor reactiv pi3k mtor signal axi tumour therebi compromis treatment sever model tumour mice system glucos insulin feedback caus target inhibit pathway suffici pi3k signal even presenc pi3k inhibitor insulin feedback prevent dietari pharmaceut approach greatli enhanc efficacytox ratio pi3k inhibitor find direct clinic implic multipl p110α inhibitor clinic trial provid way treatment efficaci patient mani type tumour.,Center on the Physics of Cancer Metabolism
syn7315810,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29920078,Biochemistry,2018,Kinase Substrate Profiling Using a Proteome-wide Serine-Oriented Human Peptide Library,"Barber KW, Miller CJ, Jun JW, Lou HJ, Turk BE, Rinehart J",U54 CA209992,,,,"The human proteome encodes >500 protein kinases and hundreds of thousands of potential phosphorylation sites. However, the identification of kinase-substrate pairs remains an active area of research because the relationships between individual kinases and these phosphorylation sites remain largely unknown. Many techniques have been established to discover kinase substrates but are often technically challenging to perform. Moreover, these methods frequently rely on substrate reagent pools that do not reflect human protein sequences or are biased by human cell line protein expression profiles. Here, we describe a new approach called SERIOHL-KILR (serine-oriented human library-kinase library reactions) to profile kinase substrate specificity and to identify candidate substrates for serine kinases. Using a purified library of >100000 serine-oriented human peptides expressed heterologously in Escherichia coli, we perform in vitro kinase reactions to identify phosphorylated human peptide sequences by liquid chromatography and tandem mass spectrometry. We compare our results for protein kinase A to those of a well-established positional scanning peptide library method, certifying that SERIOHL-KILR can identify the same predominant motif elements as traditional techniques. We then interrogate a small panel of cancer-associated PKCβ mutants using our profiling protocol and observe a shift in substrate specificity likely attributable to the loss of key polar contacts between the kinase and its substrates. Overall, we demonstrate that SERIOHL-KILR can rapidly identify candidate kinase substrates that can be directly mapped to human sequences for pathway analysis. Because this technique can be adapted for various kinase studies, we believe that SERIOHL-KILR will have many new victims in the future.",U54,,,,,,,,,,,,,,,,,,"Chromatography, Liquid|Escherichia coli/genetics|Escherichia coli/metabolism|Humans|Peptide Library|Protein Kinases/metabolism|Proteome/analysis|Proteome/metabolism|Substrate Specificity|Tandem Mass Spectrometry","Chromatography, Liquid|Escherichia coli/genetics|Escherichia coli/metabolism|Humans|Peptide Library|Protein Kinases/metabolism|Proteome/analysis|Proteome/metabolism|Substrate Specificity|Tandem Mass Spectrometry",human proteom encod 500 kinas hundr thousand phosphoryl site identif kinas substrat pair remain area research relationship individu kinas phosphoryl site remain larg unknown mani techniqu establish discov kinas substrat often technic challeng moreov frequent reli substrat reagent pool reflect human sequenc bias human line profil describ new approach call seriohl kilr serin orient human librari kinas librari reaction profil kinas substrat specif candid substrat serin kinas purifi librari 100000 serin orient human peptid heterolog escherichia coli vitro kinas reaction phosphoryl human peptid sequenc liquid chromatographi tandem mass spectrometri kinas well establish posit scan peptid librari certifi seriohl kilr predomin motif element tradit techniqu interrog small panel pkcβ mutant profil protocol shift substrat specif like attribut loss key polar contact kinas substrat overal seriohl kilr rapidli candid kinas substrat directli map human sequenc pathway techniqu adapt variou kinas believ seriohl kilr mani new victim future.,Systems Analysis of Phenotypic Switch in Control of Cancer Invasion
syn7349753,PS-ON,https://www.ncbi.nlm.nih.gov/pubmed/?term=30056557,J Mammary Gland Biol Neoplasia,2018,In Vitro Models for Studying Invasive Transitions of Ductal Carcinoma In Situ,"Brock EJ, Ji K, Shah S, Mattingly RR, Sloane BF",U54 CA193489,,,,"About one fourth of all newly identified cases of breast carcinoma are diagnoses of breast ductal carcinoma in situ (DCIS). Since we cannot yet distinguish DCIS cases that would remain indolent from those that may progress to life-threatening invasive ductal carcinoma (IDC), almost all women undergo aggressive treatment. In order to allow for more rational individualized treatment, we and others are developing in vitro models to identify and validate druggable pathways that mediate the transition of DCIS to IDC. These models range from conventional two-dimensional (2D) monolayer cultures on plastic to 3D cultures in natural or synthetic matrices. Some models consist solely of DCIS cells, either cell lines or primary cells. Others are co-cultures that include additional cell types present in the normal or cancerous human breast. The 3D co-culture models more accurately mimic structural and functional changes in breast architecture that accompany the transition of DCIS to IDC. Mechanistic studies of the dynamic and temporal changes associated with this transition are facilitated by adapting the in vitro models to engineered microfluidic platforms. Ultimately, the goal is to create in vitro models that can serve as a reproducible preclinical screen for testing therapeutic strategies that will reduce progression of DCIS to IDC. This review will discuss the in vitro models that are currently available, as well as the progress that has been made using them to understand DCIS pathobiology.",U54,,,,,,,,,,,,,,,,,,,,fourth newli case breast carcinoma diagnos breast ductal carcinoma situ dci sinc cannot yet distinguish dci case would remain indol progress life threaten invas ductal carcinoma idc almost women undergo aggress treatment order allow ration individu treatment vitro model valid druggabl pathway mediat transit dci idc model rang convent dimension 2d monolay cultur plastic 3d cultur natur synthet matric model consist sole dci either line primari co cultur addit type present normal human breast 3d co cultur model accur mimic structur function chang breast architectur accompani transit dci idc mechanist dynam tempor chang transit facilit adapt vitro model engin microfluid platform ultim goal creat vitro model serv reproduc preclin screen test therapeut strategi reduc progress dci idc review discuss vitro model current avail well progress made understand dci pathobiology.,H Lee Moffitt Cancer Center and Research Institute
syn7315810,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29889213,Nat Biotechnol,2018,Encoding human serine phosphopeptides in bacteria for proteome-wide identification of phosphorylation-dependent interactions,"Barber KW, Muir P, Szeligowski RV, Rogulina S, Gerstein M, Sampson JR, Isaacs FJ, Rinehart J",U54 CA209992,,,,"Post-translational phosphorylation is essential to human cellular processes, but the transient, heterogeneous nature of this modification complicates its study in native systems. We developed an approach to interrogate phosphorylation and its role in protein-protein interactions on a proteome-wide scale. We genetically encoded phosphoserine in recoded E. coli and generated a peptide-based heterologous representation of the human serine phosphoproteome. We designed a single-plasmid library encoding >100,000 human phosphopeptides and confirmed the site-specific incorporation of phosphoserine in >36,000 of these peptides. We then integrated our phosphopeptide library into an approach known as Hi-P to enable proteome-level screens for serine-phosphorylation-dependent human protein interactions. Using Hi-P, we found hundreds of known and potentially new phosphoserine-dependent interactors with 14-3-3 proteins and WW domains. These phosphosites retained important binding characteristics of the native human phosphoproteome, as determined by motif analysis and pull-downs using full-length phosphoproteins. This technology can be used to interrogate user-defined phosphoproteomes in any organism, tissue, or disease of interest.",U54,,,,,,,,,,,,,,,,,,14-3-3 Proteins/chemistry|14-3-3 Proteins/genetics|Amino Acid Motifs/genetics|Escherichia coli/genetics|Gene Library|Humans|Peptides/chemistry|Peptides/genetics|Phosphorylation|Phosphoserine/chemistry|Plasmids/genetics|Protein Interaction Maps/genetics|Proteome/genetics|Serine Proteases/chemistry|Serine Proteases/genetics|WW Domains/genetics,14-3-3 Proteins/chemistry|14-3-3 Proteins/genetics|Amino Acid Motifs/genetics|Escherichia coli/genetics|Gene Library|Humans|Peptides/chemistry|Peptides/genetics|Phosphorylation|Phosphoserine/chemistry|Plasmids/genetics|Protein Interaction Maps/genetics|Proteome/genetics|Serine Proteases/chemistry|Serine Proteases/genetics|WW Domains/genetics,post translat phosphoryl essenti human cellular process transient heterogen natur modif complic nativ system approach interrog phosphoryl role interact proteom wide scale genet encod phosphoserin recod e coli gener peptid base heterolog represent human serin phosphoproteom design singl plasmid librari encod 100 human phosphopeptid confirm site specif incorpor phosphoserin 36 peptid integr phosphopeptid librari approach known hi p enabl proteom screen serin phosphoryl depend human interact hi p hundr known new phosphoserin depend interactor 3 ww domain phosphosit retain import bind characterist nativ human phosphoproteom motif pull full length phosphoprotein technolog interrog user defin phosphoproteom organ tissu diseas interest.,Systems Analysis of Phenotypic Switch in Control of Cancer Invasion
,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29738558,PLoS One,2018,Inflammatory signatures distinguish metabolic health in African American women with obesity,"Denis GV, Sebastiani P, Bertrand KA, Strissel KJ, Tran AH, Slama J, Medina ND, Andrieu G, Palmer JR",,,,,"Obesity-driven Type 2 diabetes (T2D) is a systemic inflammatory condition associated with cardiovascular disease. However, plasma cytokines and tissue inflammation that discriminate T2D risk in African American women with obese phenotypes are not well understood. We analyzed 64 circulating cytokines and chemokines in plasma of 120 African American women enrolled in the Black Women's Health Study. We used regression analysis to identify cytokines and chemokines associated with obesity, co-morbid T2D and hypertension, and compared results to obese women without these co-morbidities, as well as to lean women without the co-morbidities. We then used hierarchical clustering to generate inflammation signatures by combining the effects of identified cytokines and chemokines and summarized the signatures using an inflammation score. The analyses revealed six distinct signatures of sixteen cytokines/chemokines (P = 0.05) that differed significantly by prevalence of T2D (P = 0.004), obesity (P = 0.0231) and overall inflammation score (P < E-12). Signatures were validated in two independent cohorts of African American women with obesity: thirty nine subjects with no metabolic complications or with T2D and hypertension; and thirteen breast reduction surgical patients. The signatures in the validation cohorts closely resembled the distributions in the discovery cohort. We find that blood-based cytokine profiles usefully associate inflammation with T2D risks in vulnerable subjects, and should be combined with metabolism and obesity counselling for personalized risk assessment.",,,,,,,,,,,,,,,,,,,"African Americans/statistics & numerical data|Biomarkers|Chemokines/blood|Cytokines/blood|Diabetes Mellitus, Type 2/blood|Diabetes Mellitus, Type 2/drug therapy|Diabetes Mellitus, Type 2/ethnology|Female|Glycated Hemoglobin A/analysis|Humans|Hypertension/blood|Hypertension/ethnology|Hypoglycemic Agents/therapeutic use|Inflammation/blood|Inflammation/ethnology|Mammaplasty|Metabolic Syndrome/blood|Metabolic Syndrome/ethnology|Metformin/therapeutic use|Middle Aged|Obesity/blood|Obesity/ethnology|Prevalence|Severity of Illness Index|Thinness/blood|Thinness/ethnology|Waist-Hip Ratio","African Americans/statistics & numerical data|Biomarkers|Chemokines/blood|Cytokines/blood|Diabetes Mellitus, Type 2/blood|Diabetes Mellitus, Type 2/drug therapy|Diabetes Mellitus, Type 2/ethnology|Female|Glycated Hemoglobin A/analysis|Humans|Hypertension/blood|Hypertension/ethnology|Hypoglycemic Agents/therapeutic use|Inflammation/blood|Inflammation/ethnology|Mammaplasty|Metabolic Syndrome/blood|Metabolic Syndrome/ethnology|Metformin/therapeutic use|Middle Aged|Obesity/blood|Obesity/ethnology|Prevalence|Severity of Illness Index|Thinness/blood|Thinness/ethnology|Waist-Hip Ratio",obes driven type diabet t2d system inflammatori condit cardiovascular diseas plasma cytokin tissu inflamm discrimin t2d risk african american women obes phenotyp well understood analyz circul cytokin chemokin plasma african american women enrol black women health regress cytokin chemokin obes co morbid t2d hypertens obes women without co morbid well lean women without co morbid hierarch cluster gener inflamm signatur combin cytokin chemokin summar signatur inflamm score analys reveal six distinct signatur sixteen cytokineschemokin p differ significantli preval t2d p obes p overal inflamm score p e signatur valid independ cohort african american women obes thirti nine subject metabol complic t2d hypertens thirteen breast reduct surgic patient signatur valid cohort close resembl distribut discoveri cohort find blood base cytokin profil inflamm t2d risk vulner subject combin metabol obes counsel person risk assessment.,
syn7315810,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=30062046,Cell Discov,2018,Programmable DNA repair with CRISPRa/i enhanced homology-directed repair efficiency with a single Cas9,"Ye L, Wang C, Hong L, Sun N, Chen D, Chen S, Han F",U54 CA209992,,,,"CRISPR systems have been proven as versatile tools for site-specific genome engineering in mammalian species. During the gene editing processes, these RNA-guide nucleases introduce DNA double strand breaks (DSBs), in which non-homologous DNA end joining (NHEJ) dominates the DNA repair pathway, limiting the efficiency of homology-directed repair (HDR), the alternative pathway essential for precise gene targeting. Multiple approaches have been developed to enhance HDR, including chemical compound or RNA interference-mediated inhibition of NHEJ factors, small molecule activation of HDR enzymes, or cell cycle timed delivery of CRISPR complex. However, these approaches face multiple challenges, yet have moderate or variable effects. Here we developed a new approach that programs both NHEJ and HDR pathways with CRISPR activation and interference (CRISPRa/i) to achieve significantly enhanced HDR efficiency of CRISPR-mediated gene editing. The manipulation of NHEJ and HDR pathway components, such as CtIP, CDK1, KU70, KU80, and LIG4, was mediated by catalytically dead guide RNAs (dgRNAs), thus relying on only a single catalytically active Cas9 to perform both CRISPRa/i and precise gene editing. While reprogramming of most DNA repair factors or their combinations tested enhanced HDR efficiency, simultaneously activating <i>CDK1</i> and repressing <i>KU80</i> has the strongest effect with increased HDR rate upto an order of magnitude. Doxycycline-induced dgRNA-based CRISPRa/i programming of DNA repair enzymes, as well as viral packaging enabled flexible and tunable HDR enhancement for broader applicability in mammalian cells. Our study provides an effective, flexible, and potentially safer strategy to enhance precise genome modifications, which might broadly impact human gene editing and therapy.",U54,,,,,,,,,,,,,,,,,,,,crispr system proven versatil tool site specif genom engin mammalian speci edit process rna guid nucleas introduc dna doubl strand break dsb non homolog dna end join nhej domin dna repair pathway limit effici homolog direct repair hdr altern pathway essenti precis target multipl approach enhanc hdr chemic compound rna interfer mediat inhibit nhej factor small molecul hdr enzym cycl time deliveri crispr complex approach face multipl challeng yet moder variabl new approach program nhej hdr pathway crispr interfer crisprai achiev significantli enhanc hdr effici crispr mediat edit manipul nhej hdr pathway compon ctip cdk1 ku70 ku80 lig4 mediat catalyt dead guid rna dgrna thu reli singl catalyt cas9 crisprai precis edit reprogram dna repair factor combin test enhanc hdr effici simultan cdk1 repress ku80 strongest hdr rate upto order magnitud doxycyclin induc dgrna base crisprai program dna repair enzym well viral packag enabl flexibl tunabl hdr enhanc broader applic mammalian provid flexibl safer strategi enhanc precis genom modif might broadli impact human edit therapy.,Systems Analysis of Phenotypic Switch in Control of Cancer Invasion
syn7315810,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=30027155,iScience,2018,Live-Cell Imaging of Chromatin Condensation Dynamics by CRISPR,"Xue Y, Acar M",U54 CA209992,,,,"The spatiotemporal organization of chromatin plays central roles in cellular function. The ribosomal DNA (rDNA) chromatin undergoes dynamic structural changes during mitosis and stress. Here, we developed a CRISPR-based imaging system and tracked the condensation dynamics of rDNA chromatin in live yeast cells under glucose starvation. We found that acute glucose starvation triggers rapid condensation of rDNA. Time-lapse microscopy revealed two stages for rDNA condensation: a ""primary stage,"" when relaxed rDNA chromatin forms higher order loops or rings, and a ""secondary stage,"" wehen the rDNA rings further condense into compact clusters. Twisting of rDNA rings accompanies the secondary stage. The condensin complex, but not the cohesin complex, is required for efficient rDNA condensation in response to glucose starvation. Furthermore, we found that the DNA helicase Sgs1 is essential for the survival of cells expressing rDNA-bound dCas9, suggesting a role for helicases in facilitating DNA replication at dCas9-binding sites.",U54,,,,,,,,,,,,,,,,,,,,spatiotempor organ chromatin play central role cellular function ribosom dna rdna chromatin undergo dynam structur chang mitosi stress crispr base imag system track condens dynam rdna chromatin live yeast glucos starvat acut glucos starvat trigger rapid condens rdna time laps microscopi reveal stage rdna condens primari stage relax rdna chromatin form higher order loop ring secondari stage wehen rdna ring condens compact cluster twist rdna ring accompani secondari stage condensin complex cohesin complex requir effici rdna condens respons glucos starvat furthermor dna helicas sgs1 essenti surviv rdna bound dcas9 role helicas facilit dna replic dcas9 bind sites.,Systems Analysis of Phenotypic Switch in Control of Cancer Invasion
syn9771796,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=29769279,J Clin Microbiol,2018,Microbial Interactions in the Cystic Fibrosis Airway,"Granchelli AM, Adler FR, Keogh RH, Kartsonaki C, Cox DR, Liou TG",U54 CA209978,,,,"Interactions in the airway ecology of cystic fibrosis may alter organism persistence and clinical outcomes. Better understanding of such interactions could guide clinical decisions. We used generalized estimating equations to fit logistic regression models to longitudinal 2-year patient cohorts in the Cystic Fibrosis Foundation Patient Registry, 2003 to 2011, in order to study associations between the airway organisms present in each calendar year and their presence in the subsequent year. Models were adjusted for clinical characteristics and multiple observations per patient. Adjusted models were tested for sensitivity to cystic fibrosis-specific treatments. The study included 28,042 patients aged 6 years and older from 257 accredited U.S. care centers and affiliates. These patients had produced sputum specimens for at least two consecutive years that were cultured for methicillin-sensitive <i>Staphylococcus aureus</i>, methicillin-resistant <i>S. aureus</i>, <i>Pseudomonas aeruginosa</i>, <i>Burkholderia cepacia</i> complex, <i>Stenotrophomonas maltophilia</i>, <i>Achromobacter xylosoxidans</i>, and <i>Candida</i> and <i>Aspergillus</i> species. We analyzed 99.8% of 538,458 sputum cultures from the patients during the study period. Methicillin-sensitive <i>S. aureus</i> was negatively associated with subsequent <i>P</i><i>aeruginosa. P</i><i>aeruginosa</i> was negatively associated with subsequent <i>B. cepacia</i> complex, <i>A</i><i>xylosoxidans</i>, and <i>S</i><i>maltophilia. B</i><i>cepacia</i> complex was negatively associated with the future presence of all bacteria studied, as well as with that of <i>Aspergillus</i> species. <i>P</i><i>aeruginosa</i>, <i>B. cepacia</i> complex, and <i>S. maltophilia</i> were each reciprocally and positively associated with <i>Aspergillus</i> species. Independently of patient characteristics, the organisms studied interact and alter the outcomes of treatment decisions, sometimes in unexpected ways. By inhibiting <i>P. aeruginosa</i>, methicillin-sensitive <i>S. aureus</i> may delay lung disease progression. <i>P</i><i>aeruginosa</i> and <i>B. cepacia</i> complex may inhibit other organisms by decreasing airway biodiversity, potentially worsening lung disease.",U54,,,not reported,Cystic Fibrosis,,,,,,,,drug resistance/sensitivity,,,,,,Adolescent|Bacteria/classification|Bacteria/growth & development|Bacteria/isolation & purification|Child|Cystic Fibrosis/microbiology|Female|Fungi/classification|Fungi/growth & development|Fungi/isolation & purification|Humans|Longitudinal Studies|Male|Microbial Interactions|Microbiota|Respiratory Tract Infections/microbiology|Sputum/microbiology|Young Adult,Adolescent|Bacteria/classification|Bacteria/growth & development|Bacteria/isolation & purification|Child|Cystic Fibrosis/microbiology|Female|Fungi/classification|Fungi/growth & development|Fungi/isolation & purification|Humans|Longitudinal Studies|Male|Microbial Interactions|Microbiota|Respiratory Tract Infections/microbiology|Sputum/microbiology|Young Adult,interact airway ecolog cystic fibrosi alter organ persist clinic outcom better understand interact could guid clinic decis gener estim equat fit logist regress model longitudin year patient cohort cystic fibrosi foundat patient registri 2003 order airway organ present calendar year presenc subsequ year model adjust clinic characterist multipl per patient adjust model test sensit cystic fibrosi specif treatment patient age year older accredit u. care center affili patient produc sputum specimen least consecut year cultur methicillin sensit staphylococcu aureu methicillin resist aureu pseudomona aeruginosa burkholderia cepacia complex stenotrophomona maltophilia achromobact xylosoxidan candida aspergillu speci analyz sputum cultur patient period methicillin sensit aureu neg subsequ p aeruginosa p aeruginosa neg subsequ b cepacia complex xylosoxidan maltophilia b cepacia complex neg futur presenc bacteria well aspergillu speci p aeruginosa b cepacia complex maltophilia reciproc posit aspergillu speci independ patient characterist organ interact alter outcom treatment decis sometim unexpect way inhibit p aeruginosa methicillin sensit aureu delay lung diseas progress p aeruginosa b cepacia complex inhibit organ decreas airway biodivers worsen lung disease.,Cancer Systems Biology Center of HoPE (Heterogeneity of Phenotypic Evolution)
syn7315802,"PS-ON, CSBC",https://www.ncbi.nlm.nih.gov/pubmed/?term=30041684,Genome Med,2018,Single-cell transcriptome analysis of lineage diversity in high-grade glioma,"Yuan J, Levitin HM, Frattini V, Bush EC, Boyett DM, Samanamud J, Ceccarelli M, Dovas A, Zanazzi G, Canoll P, Bruce JN, Lasorella A, Iavarone A, Sims PA","U54 CA209997, U54 CA193313",,,,"Despite extensive molecular characterization, we lack a comprehensive understanding of lineage identity, differentiation, and proliferation in high-grade gliomas (HGGs).",U54,,,"Brain, NOS",Gliomas,scRNA-seq,,,,,,,heterogeneity/evolution,,,,,,"Brain Neoplasms/genetics|Brain Neoplasms/metabolism|Brain Neoplasms/pathology|Cell Proliferation|Cell Transformation, Neoplastic|Glioma/genetics|Glioma/metabolism|Glioma/pathology|Humans|Neuroglia/pathology|Neurons/pathology|Single-Cell Analysis|Transcriptome","Brain Neoplasms/genetics|Brain Neoplasms/metabolism|Brain Neoplasms/pathology|Cell Proliferation|Cell Transformation, Neoplastic|Glioma/genetics|Glioma/metabolism|Glioma/pathology|Humans|Neuroglia/pathology|Neurons/pathology|Single-Cell Analysis|Transcriptome",despit extens molecular character lack comprehens understand lineag ident differenti prolifer high grade glioma hgg,Center for Cancer Systems Therapeutics (CaST)
syn9773346,CSBC,https://www.ncbi.nlm.nih.gov/pubmed/?term=30097071,Genome Biol,2018,Homeobox oncogene activation by pan-cancer DNA hypermethylation,"Su J, Huang YH, Cui X, Wang X, Zhang X, Lei Y, Xu J, Lin X, Chen K, Lv J, Goodell MA, Li W",U54 CA217297,,,,"Cancers have long been recognized to be not only genetically but also epigenetically distinct from their tissues of origin. Although genetic alterations underlying oncogene upregulation have been well studied, to what extent epigenetic mechanisms, such as DNA methylation, can also induce oncogene expression remains unknown.",U54,,,,,,,,,,,,,,,,,,"CRISPR-Cas Systems/genetics|DNA (Cytosine-5-)-Methyltransferases/metabolism|DNA Methylation/genetics|Gene Expression Regulation, Neoplastic|Genes, Homeobox|Humans|Neoplasms/genetics|Oncogenes|Promoter Regions, Genetic|Reference Standards","CRISPR-Cas Systems/genetics|DNA (Cytosine-5-)-Methyltransferases/metabolism|DNA Methylation/genetics|Gene Expression Regulation, Neoplastic|Genes, Homeobox|Humans|Neoplasms/genetics|Oncogenes|Promoter Regions, Genetic|Reference Standards",long recogn genet epigenet distinct tissu origin although genet alter underli oncogen upregul well extent epigenet mechan dna methyl induc oncogen remain unknown.,Systems Analysis of Epigenomic Architecture in Cancer Progression
